#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
III	III	+	+	4402154	4402379	325109	325337	13783801	19436473	226	229	159	2	159/223	71.3%	223/232	96.1%	226/13783801	0.0%
III	III	+	+	4524737	4524817	383129	383209	13783801	19436473	81	81	71	0	71/81	87.7%	81/81	100.0%	81/13783801	0.0%
III	III	+	+	5045112	5045247	829724	829859	13783801	19436473	136	136	106	0	106/136	77.9%	136/136	100.0%	136/13783801	0.0%
III	III	+	+	5046286	5046414	836865	836993	13783801	19436473	129	129	108	0	108/129	83.7%	129/129	100.0%	129/13783801	0.0%
III	III	+	+	5046884	5047143	837418	837677	13783801	19436473	260	260	208	0	208/260	80.0%	260/260	100.0%	260/13783801	0.0%
III	III	+	+	5048104	5048571	839784	840272	13783801	19436473	468	489	361	5	361/467	77.3%	467/490	95.3%	468/13783801	0.0%
III	III	+	+	5048602	5048701	840457	840556	13783801	19436473	100	100	78	0	78/100	78.0%	100/100	100.0%	100/13783801	0.0%
III	III	+	+	5049253	5049785	840839	841513	13783801	19436473	533	675	403	4	403/533	75.6%	533/675	79.0%	533/13783801	0.0%
III	III	+	+	5049771	5049877	841795	841901	13783801	19436473	107	107	87	0	87/107	81.3%	107/107	100.0%	107/13783801	0.0%
III	III	+	+	5054645	5054844	853599	853798	13783801	19436473	200	200	154	0	154/200	77.0%	200/200	100.0%	200/13783801	0.0%
III	III	+	+	5054964	5055043	853843	853922	13783801	19436473	80	80	64	0	64/80	80.0%	80/80	100.0%	80/13783801	0.0%
III	III	+	+	5063985	5064295	867112	867422	13783801	19436473	311	311	236	0	236/311	75.9%	311/311	100.0%	311/13783801	0.0%
III	III	+	+	5064410	5064656	868421	868667	13783801	19436473	247	247	195	0	195/247	78.9%	247/247	100.0%	247/13783801	0.0%
III	III	+	+	5064944	5065118	869481	869655	13783801	19436473	175	175	134	0	134/175	76.6%	175/175	100.0%	175/13783801	0.0%
III	III	+	+	5065969	5066131	871251	871413	13783801	19436473	163	163	122	0	122/163	74.8%	163/163	100.0%	163/13783801	0.0%
III	III	+	+	5066567	5066665	871984	872082	13783801	19436473	99	99	84	0	84/99	84.8%	99/99	100.0%	99/13783801	0.0%
III	III	+	+	5068807	5070538	880204	882131	13783801	19436473	1732	1928	1235	26	1235/1693	72.9%	1693/1967	86.1%	1732/13783801	0.0%
III	III	+	+	5070936	5071105	882287	882456	13783801	19436473	170	170	124	0	124/170	72.9%	170/170	100.0%	170/13783801	0.0%
III	III	+	+	5077746	5077866	893204	893324	13783801	19436473	121	121	96	0	96/121	79.3%	121/121	100.0%	121/13783801	0.0%
III	III	+	+	5078561	5080359	894501	896262	13783801	19436473	1799	1762	1294	15	1294/1648	78.5%	1648/1913	86.1%	1799/13783801	0.0%
III	III	+	+	5080407	5080505	896469	896567	13783801	19436473	99	99	84	0	84/99	84.8%	99/99	100.0%	99/13783801	0.0%
III	III	+	+	5081718	5081875	913080	913237	13783801	19436473	158	158	126	0	126/158	79.7%	158/158	100.0%	158/13783801	0.0%
III	III	+	+	5081931	5082093	913955	914117	13783801	19436473	163	163	142	0	142/163	87.1%	163/163	100.0%	163/13783801	0.0%
III	III	+	+	5082746	5083853	914875	916486	13783801	19436473	1108	1612	853	18	853/1102	77.4%	1102/1618	68.1%	1108/13783801	0.0%
III	III	+	+	5084196	5084326	917496	917626	13783801	19436473	131	131	109	0	109/131	83.2%	131/131	100.0%	131/13783801	0.0%
III	III	+	+	5085033	5085301	918698	918972	13783801	19436473	269	275	205	4	205/268	76.5%	268/276	97.1%	269/13783801	0.0%
III	III	+	+	5087066	5087162	927347	927456	13783801	19436473	97	110	77	1	77/97	79.4%	97/110	88.2%	97/13783801	0.0%
III	III	+	+	5092056	5092243	937623	937801	13783801	19436473	188	179	128	2	128/176	72.7%	176/191	92.1%	188/13783801	0.0%
III	III	+	+	5092930	5093086	949366	949516	13783801	19436473	157	151	118	1	118/151	78.1%	151/157	96.2%	157/13783801	0.0%
III	III	+	+	5103260	5103529	978288	978569	13783801	19436473	270	282	201	1	201/270	74.4%	270/282	95.7%	270/13783801	0.0%
III	III	+	+	5104325	5104409	979306	979390	13783801	19436473	85	85	63	0	63/85	74.1%	85/85	100.0%	85/13783801	0.0%
III	III	+	+	5105186	5105471	981549	981834	13783801	19436473	286	286	225	0	225/286	78.7%	286/286	100.0%	286/13783801	0.0%
III	III	+	+	5106657	5106799	983380	983507	13783801	19436473	143	128	99	3	99/128	77.3%	128/143	89.5%	143/13783801	0.0%
III	III	+	+	5107315	5108443	984296	985610	13783801	19436473	1129	1315	962	7	962/1114	86.4%	1114/1330	83.8%	1129/13783801	0.0%
III	III	+	+	5109701	5109792	1613824	1613915	13783801	19436473	92	92	73	0	73/92	79.3%	92/92	100.0%	92/13783801	0.0%
III	III	+	+	5109833	5110197	1614244	1614608	13783801	19436473	365	365	291	0	291/365	79.7%	365/365	100.0%	365/13783801	0.0%
III	III	+	+	5110664	5110860	1614725	1614921	13783801	19436473	197	197	155	0	155/197	78.7%	197/197	100.0%	197/13783801	0.0%
III	III	+	+	5110896	5112859	1615314	1616980	13783801	19436473	1964	1667	1161	31	1161/1619	71.7%	1619/2012	80.5%	1964/13783801	0.0%
III	III	+	+	5111685	5111793	1615790	1615898	13783801	19436473	109	109	90	0	90/109	82.6%	109/109	100.0%	109/13783801	0.0%
III	III	+	+	5113391	5116400	1618807	1621853	13783801	19436473	3010	3047	2177	13	2177/2786	78.1%	2786/3271	85.2%	3010/13783801	0.0%
III	III	+	+	5116421	5119063	1622239	1624591	13783801	19436473	2643	2353	1804	22	1804/2342	77.0%	2342/2654	88.2%	2643/13783801	0.0%
III	III	+	+	5119166	5119450	1624980	1625272	13783801	19436473	285	293	212	8	212/271	78.2%	271/307	88.3%	285/13783801	0.0%
III	III	+	+	5119892	5120448	1625710	1626270	13783801	19436473	557	561	438	3	438/556	78.8%	556/562	98.9%	557/13783801	0.0%
III	III	+	+	5120700	5120892	1626573	1626772	13783801	19436473	193	200	145	5	145/178	81.5%	178/215	82.8%	193/13783801	0.0%
III	III	+	+	5122464	5124283	1628877	1630623	13783801	19436473	1820	1747	1266	15	1266/1706	74.2%	1706/1861	91.7%	1820/13783801	0.0%
III	III	+	+	5125182	5126274	1632119	1633128	13783801	19436473	1093	1010	723	35	723/921	78.5%	921/1182	77.9%	1093/13783801	0.0%
III	III	+	+	5126796	5127227	1633519	1634035	13783801	19436473	432	517	365	12	365/419	87.1%	419/530	79.1%	432/13783801	0.0%
III	III	+	+	5127767	5128264	1634509	1635051	13783801	19436473	498	543	368	7	368/473	77.8%	473/568	83.3%	498/13783801	0.0%
III	III	+	+	5128460	5128563	1635371	1635490	13783801	19436473	104	120	93	5	93/101	92.1%	101/123	82.1%	104/13783801	0.0%
III	III	+	+	5129187	5131948	1636041	1638637	13783801	19436473	2762	2597	1728	66	1728/2372	72.8%	2372/2987	79.4%	2762/13783801	0.0%
III	III	+	+	5132386	5132879	1638849	1639414	13783801	19436473	494	566	369	11	369/473	78.0%	473/587	80.6%	494/13783801	0.0%
III	III	+	+	5133485	5133595	1640188	1640298	13783801	19436473	111	111	95	0	95/111	85.6%	111/111	100.0%	111/13783801	0.0%
III	III	+	+	5133819	5134017	1640336	1640534	13783801	19436473	199	199	167	0	167/199	83.9%	199/199	100.0%	199/13783801	0.0%
III	III	+	+	5134378	5134785	1642110	1642505	13783801	19436473	408	396	305	15	305/361	84.5%	361/443	81.5%	408/13783801	0.0%
III	III	+	+	5135905	5136491	1643347	1643959	13783801	19436473	587	613	445	13	445/563	79.0%	563/637	88.4%	587/13783801	0.0%
III	III	+	+	5137292	5137717	1644901	1645345	13783801	19436473	426	445	310	6	310/401	77.3%	401/470	85.3%	426/13783801	0.0%
III	III	+	+	5137802	5137953	1645582	1645744	13783801	19436473	152	163	126	5	126/152	82.9%	152/163	93.3%	152/13783801	0.0%
III	III	+	+	5138090	5140152	1646184	1648404	13783801	19436473	2063	2221	1462	63	1462/1898	77.0%	1898/2386	79.5%	2063/13783801	0.0%
III	III	+	+	5140606	5143037	1648844	1651412	13783801	19436473	2432	2569	1773	85	1773/2273	78.0%	2273/2728	83.3%	2432/13783801	0.0%
III	III	+	+	5143297	5143748	1651967	1652406	13783801	19436473	452	440	329	15	329/417	78.9%	417/475	87.8%	452/13783801	0.0%
III	III	+	+	5143942	5144566	1652997	1653662	13783801	19436473	625	666	469	21	469/598	78.4%	598/693	86.3%	625/13783801	0.0%
III	III	+	+	5144975	5145327	1654362	1654695	13783801	19436473	353	334	251	11	251/314	79.9%	314/373	84.2%	353/13783801	0.0%
III	III	+	+	5146008	5146348	1655270	1655691	13783801	19436473	341	422	267	4	267/339	78.8%	339/424	80.0%	341/13783801	0.0%
III	III	+	+	5146864	5147021	1656159	1656321	13783801	19436473	158	163	127	3	127/155	81.9%	155/166	93.4%	158/13783801	0.0%
III	III	+	+	5148579	5148784	1657643	1657845	13783801	19436473	206	203	161	3	161/200	80.5%	200/209	95.7%	206/13783801	0.0%
III	III	+	+	5149210	5149590	1657989	1658373	13783801	19436473	381	385	301	2	301/377	79.8%	377/389	96.9%	381/13783801	0.0%
III	III	+	+	5149886	5150339	1658789	1659263	13783801	19436473	454	475	320	15	320/423	75.7%	423/506	83.6%	454/13783801	0.0%
III	III	+	+	5150460	5150636	1659407	1659603	13783801	19436473	177	197	132	5	132/167	79.0%	167/207	80.7%	177/13783801	0.0%
III	III	+	+	5151053	5151331	1660149	1660443	13783801	19436473	279	295	227	7	227/271	83.8%	271/303	89.4%	279/13783801	0.0%
III	III	+	+	5152034	5153127	1662633	1663903	13783801	19436473	1094	1271	842	13	842/1085	77.6%	1085/1280	84.8%	1094/13783801	0.0%
III	III	+	+	5153541	5156076	1665723	1668263	13783801	19436473	2536	2541	1838	28	1838/2418	76.0%	2418/2659	90.9%	2536/13783801	0.0%
III	III	+	+	5157188	5158002	1668512	1669341	13783801	19436473	815	830	597	2	597/815	73.3%	815/830	98.2%	815/13783801	0.0%
III	III	+	+	5158694	5158767	1669580	1669653	13783801	19436473	74	74	61	0	61/74	82.4%	74/74	100.0%	74/13783801	0.0%
III	III	+	+	5158911	5159136	1669849	1670074	13783801	19436473	226	226	178	0	178/226	78.8%	226/226	100.0%	226/13783801	0.0%
III	III	+	+	5159172	5159336	1671219	1671383	13783801	19436473	165	165	129	0	129/165	78.2%	165/165	100.0%	165/13783801	0.0%
III	III	+	+	5159768	5162286	1671841	1674542	13783801	19436473	2519	2702	1939	16	1939/2439	79.5%	2439/2782	87.7%	2519/13783801	0.0%
III	III	+	+	5163955	5164699	1676138	1677021	13783801	19436473	745	884	596	5	596/745	80.0%	745/884	84.3%	745/13783801	0.0%
III	III	+	+	5165054	5165306	1677055	1677298	13783801	19436473	253	244	192	1	192/244	78.7%	244/253	96.4%	253/13783801	0.0%
III	III	+	+	5166279	5166448	1678451	1678620	13783801	19436473	170	170	133	0	133/170	78.2%	170/170	100.0%	170/13783801	0.0%
III	III	+	+	5166647	5166733	1679206	1679292	13783801	19436473	87	87	63	0	63/87	72.4%	87/87	100.0%	87/13783801	0.0%
III	III	+	+	5166798	5167486	1679705	1680399	13783801	19436473	689	695	498	3	498/686	72.6%	686/698	98.3%	689/13783801	0.0%
III	III	+	+	5168230	5168632	1680841	1681310	13783801	19436473	403	470	282	1	282/403	70.0%	403/470	85.7%	403/13783801	0.0%
III	III	+	+	5170346	5170568	1682865	1683087	13783801	19436473	223	223	185	0	185/223	83.0%	223/223	100.0%	223/13783801	0.0%
III	III	+	+	5170602	5172044	1683988	1685545	13783801	19436473	1443	1558	1088	6	1088/1347	80.8%	1347/1654	81.4%	1443/13783801	0.0%
III	III	+	+	5172969	5173218	1686790	1687047	13783801	19436473	250	258	171	3	171/250	68.4%	250/258	96.9%	250/13783801	0.0%
III	III	+	+	5173446	5173580	1687578	1687712	13783801	19436473	135	135	111	0	111/135	82.2%	135/135	100.0%	135/13783801	0.0%
III	III	+	+	5173638	5173712	1688057	1688131	13783801	19436473	75	75	65	0	65/75	86.7%	75/75	100.0%	75/13783801	0.0%
III	III	+	+	5174659	5174818	1691052	1691211	13783801	19436473	160	160	117	0	117/160	73.1%	160/160	100.0%	160/13783801	0.0%
III	III	+	+	5174943	5176632	1691497	1693323	13783801	19436473	1690	1827	1163	13	1163/1680	69.2%	1680/1837	91.5%	1690/13783801	0.0%
III	III	+	+	5177512	5178153	1695599	1696243	13783801	19436473	642	645	478	1	478/642	74.5%	642/645	99.5%	642/13783801	0.0%
III	III	+	+	5178653	5179230	1696290	1696975	13783801	19436473	578	686	435	4	435/578	75.3%	578/686	84.3%	578/13783801	0.0%
III	III	+	+	5179551	5179874	1697425	1697752	13783801	19436473	324	328	245	3	245/322	76.1%	322/330	97.6%	324/13783801	0.0%
III	III	+	+	5185907	5186033	1713750	1713875	13783801	19436473	127	126	99	1	99/126	78.6%	126/127	99.2%	127/13783801	0.0%
III	III	+	+	5186072	5187713	1715238	1717151	13783801	19436473	1642	1914	1278	14	1278/1634	78.2%	1634/1922	85.0%	1642/13783801	0.0%
III	III	+	+	5187759	5188463	1718842	1719614	13783801	19436473	705	773	493	26	493/664	74.2%	664/814	81.6%	705/13783801	0.0%
III	III	+	+	5188569	5188970	1720177	1720576	13783801	19436473	402	400	268	7	268/385	69.6%	385/417	92.3%	402/13783801	0.0%
III	III	+	+	5189125	5189383	1722598	1722856	13783801	19436473	259	259	193	0	193/259	74.5%	259/259	100.0%	259/13783801	0.0%
III	III	+	+	5189440	5189928	1723510	1724011	13783801	19436473	489	502	344	2	344/489	70.3%	489/502	97.4%	489/13783801	0.0%
III	III	+	+	5189971	5190111	1724297	1724437	13783801	19436473	141	141	102	0	102/141	72.3%	141/141	100.0%	141/13783801	0.0%
III	III	+	+	5191129	5191301	1725276	1725452	13783801	19436473	173	177	128	2	128/169	75.7%	169/181	93.4%	173/13783801	0.0%
III	III	+	+	5191326	5192548	1726423	1727973	13783801	19436473	1223	1551	927	12	927/1216	76.2%	1216/1558	78.0%	1223/13783801	0.0%
III	III	+	+	5192852	5193026	1728165	1728345	13783801	19436473	175	181	128	2	128/175	73.1%	175/181	96.7%	175/13783801	0.0%
III	III	+	+	5193963	5195576	1728888	1730584	13783801	19436473	1614	1697	1100	18	1100/1594	69.0%	1594/1717	92.8%	1614/13783801	0.0%
III	III	+	+	5195612	5195812	1731000	1731206	13783801	19436473	201	207	152	1	152/201	75.6%	201/207	97.1%	201/13783801	0.0%
III	III	+	+	5196056	5196132	1731593	1731669	13783801	19436473	77	77	63	0	63/77	81.8%	77/77	100.0%	77/13783801	0.0%
III	III	+	+	5196249	5196342	1734599	1734692	13783801	19436473	94	94	73	0	73/94	77.7%	94/94	100.0%	94/13783801	0.0%
III	III	+	+	5196569	5197543	1734715	1735788	13783801	19436473	975	1074	741	15	741/960	77.2%	960/1089	88.2%	975/13783801	0.0%
III	III	+	+	5198037	5199341	1735834	1737290	13783801	19436473	1305	1457	1057	4	1057/1295	81.6%	1295/1467	88.3%	1305/13783801	0.0%
III	III	+	+	5199382	5199487	1737509	1737614	13783801	19436473	106	106	88	0	88/106	83.0%	106/106	100.0%	106/13783801	0.0%
III	III	+	+	5199536	5199691	1738412	1738567	13783801	19436473	156	156	115	0	115/156	73.7%	156/156	100.0%	156/13783801	0.0%
III	III	+	+	5204233	5204349	1749084	1749200	13783801	19436473	117	117	81	0	81/117	69.2%	117/117	100.0%	117/13783801	0.0%
III	III	+	+	5205345	5205599	1750807	1751058	13783801	19436473	255	252	170	1	170/252	67.5%	252/255	98.8%	255/13783801	0.0%
III	III	+	+	5206027	5206584	1751675	1752229	13783801	19436473	558	555	340	5	340/551	61.7%	551/562	98.0%	558/13783801	0.0%
III	III	+	+	5207616	5207794	1753871	1754049	13783801	19436473	179	179	137	0	137/179	76.5%	179/179	100.0%	179/13783801	0.0%
III	III	+	+	5207831	5208294	1755486	1756056	13783801	19436473	464	571	371	5	371/464	80.0%	464/571	81.3%	464/13783801	0.0%
III	III	+	+	5208325	5208893	1757047	1757567	13783801	19436473	569	521	409	5	409/518	79.0%	518/572	90.6%	569/13783801	0.0%
III	III	+	+	5212178	5212863	1770113	1770790	13783801	19436473	686	678	491	1	491/678	72.4%	678/686	98.8%	686/13783801	0.0%
III	III	+	+	5213264	5213639	1772865	1773240	13783801	19436473	376	376	260	0	260/376	69.1%	376/376	100.0%	376/13783801	0.0%
III	III	+	+	5215989	5216195	1782742	1782954	13783801	19436473	207	213	159	1	159/207	76.8%	207/213	97.2%	207/13783801	0.0%
III	III	+	+	5216235	5216321	1784591	1784677	13783801	19436473	87	87	69	0	69/87	79.3%	87/87	100.0%	87/13783801	0.0%
III	III	+	+	5216515	5216695	1784855	1785035	13783801	19436473	181	181	148	0	148/181	81.8%	181/181	100.0%	181/13783801	0.0%
III	III	+	+	5216785	5216883	1786634	1786732	13783801	19436473	99	99	84	0	84/99	84.8%	99/99	100.0%	99/13783801	0.0%
III	III	+	+	5217035	5217209	1789484	1789655	13783801	19436473	175	172	137	1	137/172	79.7%	172/175	98.3%	175/13783801	0.0%
III	III	+	+	5282892	5283173	1915975	1916257	13783801	19436473	282	283	189	1	189/282	67.0%	282/283	99.6%	282/13783801	0.0%
III	III	+	+	5321047	5321175	5464508	5464636	13783801	19436473	129	129	89	0	89/129	69.0%	129/129	100.0%	129/13783801	0.0%
III	III	+	+	5337166	5338277	6036477	6037578	13783801	19436473	1112	1102	728	3	728/1100	66.2%	1100/1114	98.7%	1112/13783801	0.0%
III	III	+	+	5345404	5345526	7311557	7311679	13783801	19436473	123	123	92	0	92/123	74.8%	123/123	100.0%	123/13783801	0.0%
III	III	+	+	5345648	5345861	7313380	7313593	13783801	19436473	214	214	159	0	159/214	74.3%	214/214	100.0%	214/13783801	0.0%
III	III	+	+	5346300	5346512	7316564	7316815	13783801	19436473	213	252	160	3	160/207	77.3%	207/258	80.2%	213/13783801	0.0%
III	III	+	+	5346756	5347126	7316853	7317223	13783801	19436473	371	371	257	0	257/371	69.3%	371/371	100.0%	371/13783801	0.0%
III	III	+	+	5347494	5347895	7317263	7317664	13783801	19436473	402	402	270	2	270/399	67.7%	399/405	98.5%	402/13783801	0.0%
III	III	+	+	5348374	5349363	7317717	7318711	13783801	19436473	990	995	668	8	668/964	69.3%	964/1021	94.4%	990/13783801	0.0%
III	III	+	+	5448838	5449635	8009450	8010149	13783801	19436473	798	700	483	9	483/684	70.6%	684/814	84.0%	798/13783801	0.0%
III	III	+	+	5450732	5452833	8012353	8014503	13783801	19436473	2102	2151	1624	13	1624/2076	78.2%	2076/2177	95.4%	2102/13783801	0.0%
III	III	+	+	5453657	5454546	8014956	8015736	13783801	19436473	890	781	538	11	538/774	69.5%	774/897	86.3%	890/13783801	0.0%
III	III	+	+	5454978	5455834	8015772	8016485	13783801	19436473	857	714	489	6	489/714	68.5%	714/857	83.3%	857/13783801	0.0%
III	III	+	+	5456708	5456801	8016645	8016738	13783801	19436473	94	94	70	0	70/94	74.5%	94/94	100.0%	94/13783801	0.0%
III	III	+	+	5458444	5458585	8017832	8017973	13783801	19436473	142	142	97	0	97/142	68.3%	142/142	100.0%	142/13783801	0.0%
III	III	+	+	5459148	5459300	8018579	8018731	13783801	19436473	153	153	109	0	109/153	71.2%	153/153	100.0%	153/13783801	0.0%
III	III	+	+	5461383	5461566	8019060	8019243	13783801	19436473	184	184	139	0	139/184	75.5%	184/184	100.0%	184/13783801	0.0%
III	III	+	+	5461967	5462896	8019383	8020318	13783801	19436473	930	936	691	2	691/927	74.5%	927/939	98.7%	930/13783801	0.0%
III	III	+	+	5463245	5463379	8020359	8020493	13783801	19436473	135	135	92	0	92/135	68.1%	135/135	100.0%	135/13783801	0.0%
III	III	+	+	5463747	5464561	8020571	8021350	13783801	19436473	815	780	553	20	553/736	75.1%	736/859	85.7%	815/13783801	0.0%
