#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
II	II	+	+	1224324	1224864	927828	928398	15279421	20116996	541	571	380	7	380/523	72.7%	523/589	88.8%	541/15279421	0.0%
II	II	+	+	1226105	1226304	930375	930577	15279421	20116996	200	203	165	1	165/200	82.5%	200/203	98.5%	200/15279421	0.0%
II	II	+	+	1227092	1227519	930789	931216	15279421	20116996	428	428	337	0	337/428	78.7%	428/428	100.0%	428/15279421	0.0%
II	II	+	+	1228264	1229982	932003	933358	15279421	20116996	1719	1356	1026	25	1026/1304	78.7%	1304/1771	73.6%	1719/15279421	0.0%
II	II	+	+	1230313	1230557	933392	933650	15279421	20116996	245	259	192	7	192/238	80.7%	238/266	89.5%	245/15279421	0.0%
II	II	+	+	1233648	1233770	937676	937807	15279421	20116996	123	132	105	2	105/121	86.8%	121/134	90.3%	123/15279421	0.0%
II	II	+	+	1234175	1234733	938249	938719	15279421	20116996	559	471	356	8	356/459	77.6%	459/571	80.4%	559/15279421	0.0%
II	II	+	+	1235648	1235761	939911	940030	15279421	20116996	114	120	92	1	92/114	80.7%	114/120	95.0%	114/15279421	0.0%
II	II	+	+	1236010	1236396	940808	941251	15279421	20116996	387	444	310	2	310/387	80.1%	387/444	87.2%	387/15279421	0.0%
II	II	+	+	1239947	1240233	947626	947912	15279421	20116996	287	287	231	0	231/287	80.5%	287/287	100.0%	287/15279421	0.0%
II	II	+	+	1240692	1241403	949636	950066	15279421	20116996	712	431	345	11	345/428	80.6%	428/715	59.9%	712/15279421	0.0%
II	II	+	+	1243357	1244045	953179	953951	15279421	20116996	689	773	509	18	509/683	74.5%	683/779	87.7%	689/15279421	0.0%
II	II	+	+	1246997	1247290	956869	957179	15279421	20116996	294	311	208	11	208/276	75.4%	276/329	83.9%	294/15279421	0.0%
II	II	+	+	1298528	1298841	974310	974623	15279421	20116996	314	314	221	0	221/314	70.4%	314/314	100.0%	314/15279421	0.0%
II	II	+	+	1299498	1299715	974896	975111	15279421	20116996	218	216	153	1	153/216	70.8%	216/218	99.1%	218/15279421	0.0%
II	II	+	+	1312052	1312087	997686	997721	15279421	20116996	36	36	36	0	36/36	100.0%	36/36	100.0%	36/15279421	0.0%
II	II	+	+	1350755	1351061	1017126	1017434	15279421	20116996	307	309	215	1	215/307	70.0%	307/309	99.4%	307/15279421	0.0%
II	II	+	+	1351964	1352787	1017740	1018566	15279421	20116996	824	827	528	10	528/799	66.1%	799/852	93.8%	824/15279421	0.0%
II	II	+	+	1353949	1354339	1018760	1019122	15279421	20116996	391	363	260	5	260/363	71.6%	363/391	92.8%	391/15279421	0.0%
II	II	+	+	1357118	1357942	1020367	1020975	15279421	20116996	825	609	446	18	446/594	75.1%	594/840	70.7%	825/15279421	0.0%
II	II	+	+	1369049	1369150	1027196	1027297	15279421	20116996	102	102	79	0	79/102	77.5%	102/102	100.0%	102/15279421	0.0%
II	II	+	+	1369808	1370105	1027329	1027581	15279421	20116996	298	253	183	3	183/253	72.3%	253/298	84.9%	298/15279421	0.0%
II	II	+	+	1371517	1371999	1027921	1028382	15279421	20116996	483	462	319	6	319/441	72.3%	441/504	87.5%	483/15279421	0.0%
II	II	+	+	1372919	1373070	1028647	1028798	15279421	20116996	152	152	122	0	122/152	80.3%	152/152	100.0%	152/15279421	0.0%
II	II	+	+	1373261	1373424	1028838	1029001	15279421	20116996	164	164	116	0	116/164	70.7%	164/164	100.0%	164/15279421	0.0%
II	II	+	+	1373778	1373932	1029049	1029203	15279421	20116996	155	155	116	2	116/152	76.3%	152/158	96.2%	155/15279421	0.0%
II	II	+	+	1374402	1374998	1029478	1029911	15279421	20116996	597	434	339	7	339/434	78.1%	434/597	72.7%	597/15279421	0.0%
II	II	+	+	1375717	1375905	1030625	1030804	15279421	20116996	189	180	131	8	131/158	82.9%	158/211	74.9%	189/15279421	0.0%
II	II	+	+	1402565	1403827	1065249	1066633	15279421	20116996	1263	1385	854	18	854/1176	72.6%	1176/1472	79.9%	1263/15279421	0.0%
II	II	+	+	1403827	1404509	1067015	1067740	15279421	20116996	683	726	516	5	516/673	76.7%	673/736	91.4%	683/15279421	0.0%
II	II	+	+	1405567	1406291	1067811	1068477	15279421	20116996	725	667	495	4	495/652	75.9%	652/740	88.1%	725/15279421	0.0%
II	II	+	+	1407103	1407590	1068474	1068961	15279421	20116996	488	488	369	0	369/488	75.6%	488/488	100.0%	488/15279421	0.0%
II	II	+	+	1408038	1408386	1069008	1069356	15279421	20116996	349	349	278	0	278/349	79.7%	349/349	100.0%	349/15279421	0.0%
II	II	+	+	1408792	1408973	1069461	1069633	15279421	20116996	182	173	139	1	139/173	80.3%	173/182	95.1%	182/15279421	0.0%
II	II	+	+	1439109	1439224	1094518	1094633	15279421	20116996	116	116	80	0	80/116	69.0%	116/116	100.0%	116/15279421	0.0%
II	II	+	+	1468988	1469176	1130497	1130671	15279421	20116996	189	175	125	3	125/170	73.5%	170/194	87.6%	189/15279421	0.0%
II	II	+	+	1471693	1471938	1134183	1134422	15279421	20116996	246	240	162	4	162/231	70.1%	231/255	90.6%	246/15279421	0.0%
II	II	+	+	1473410	1473558	1135833	1135978	15279421	20116996	149	146	118	1	118/146	80.8%	146/149	98.0%	149/15279421	0.0%
II	II	+	+	1514434	1514564	1255455	1255585	15279421	20116996	131	131	86	0	86/131	65.6%	131/131	100.0%	131/15279421	0.0%
II	II	+	+	1637498	1637605	1256652	1256780	15279421	20116996	108	129	83	1	83/108	76.9%	108/129	83.7%	108/15279421	0.0%
II	II	+	+	1637503	1637563	1255718	1255778	15279421	20116996	61	61	48	0	48/61	78.7%	61/61	100.0%	61/15279421	0.0%
II	II	+	+	1739726	1739782	1257038	1257094	15279421	20116996	57	57	47	0	47/57	82.5%	57/57	100.0%	57/15279421	0.0%
II	II	+	+	1744090	1744159	1381460	1381533	15279421	20116996	70	74	58	1	58/70	82.9%	70/74	94.6%	70/15279421	0.0%
II	II	+	+	1810730	1810951	1401442	1401663	15279421	20116996	222	222	148	0	148/222	66.7%	222/222	100.0%	222/15279421	0.0%
II	II	+	+	2070308	2070364	1401828	1401884	15279421	20116996	57	57	51	0	51/57	89.5%	57/57	100.0%	57/15279421	0.0%
II	II	+	+	2088211	2088269	1409217	1409275	15279421	20116996	59	59	49	0	49/59	83.1%	59/59	100.0%	59/15279421	0.0%
II	II	+	+	2183256	2183425	1470675	1470844	15279421	20116996	170	170	133	0	133/170	78.2%	170/170	100.0%	170/15279421	0.0%
II	II	+	+	2183645	2183788	1471975	1472118	15279421	20116996	144	144	98	0	98/144	68.1%	144/144	100.0%	144/15279421	0.0%
II	II	+	+	2184026	2184290	1472134	1472398	15279421	20116996	265	265	184	0	184/265	69.4%	265/265	100.0%	265/15279421	0.0%
II	II	+	+	2184702	2184969	1473858	1474125	15279421	20116996	268	268	181	3	181/258	70.2%	258/278	92.8%	268/15279421	0.0%
II	II	+	+	2185357	2185647	1474157	1474513	15279421	20116996	291	357	209	5	209/288	72.6%	288/360	80.0%	291/15279421	0.0%
II	II	+	+	2243653	2243773	1627741	1627861	15279421	20116996	121	121	87	0	87/121	71.9%	121/121	100.0%	121/15279421	0.0%
II	II	+	+	2342443	2343113	1652396	1653094	15279421	20116996	671	699	419	18	419/621	67.5%	621/749	82.9%	671/15279421	0.0%
II	II	+	+	2343547	2343860	1653413	1653731	15279421	20116996	314	319	217	3	217/311	69.8%	311/322	96.6%	314/15279421	0.0%
II	II	+	+	2353634	2353825	1684763	1684975	15279421	20116996	192	213	140	7	140/186	75.3%	186/219	84.9%	192/15279421	0.0%
II	II	+	+	2353641	2353845	1684764	1684967	15279421	20116996	205	204	138	7	138/188	73.4%	188/221	85.1%	205/15279421	0.0%
II	II	+	+	2389856	2389894	1750722	1750760	15279421	20116996	39	39	37	0	37/39	94.9%	39/39	100.0%	39/15279421	0.0%
II	II	+	+	2390037	2390118	1751015	1751096	15279421	20116996	82	82	66	0	66/82	80.5%	82/82	100.0%	82/15279421	0.0%
II	II	+	+	2525639	2525731	1796045	1796137	15279421	20116996	93	93	75	0	75/93	80.6%	93/93	100.0%	93/15279421	0.0%
II	II	+	+	2525693	2526049	1796045	1796320	15279421	20116996	357	276	199	8	199/276	72.1%	276/357	77.3%	357/15279421	0.0%
II	II	+	+	2526978	2527035	1919161	1919218	15279421	20116996	58	58	49	0	49/58	84.5%	58/58	100.0%	58/15279421	0.0%
II	II	+	+	2527289	2527355	2011542	2011608	15279421	20116996	67	67	61	0	61/67	91.0%	67/67	100.0%	67/15279421	0.0%
II	II	+	+	2550263	2550301	2011882	2011920	15279421	20116996	39	39	37	0	37/39	94.9%	39/39	100.0%	39/15279421	0.0%
II	II	+	+	2602750	2603096	2013974	2014389	15279421	20116996	347	416	219	3	219/344	63.7%	344/419	82.1%	347/15279421	0.0%
II	II	+	+	2666538	2667023	2294553	2295066	15279421	20116996	486	514	307	2	307/486	63.2%	486/514	94.6%	486/15279421	0.0%
II	II	+	+	2669822	2669905	2296326	2296409	15279421	20116996	84	84	65	0	65/84	77.4%	84/84	100.0%	84/15279421	0.0%
II	II	+	+	2702699	2702857	2297826	2297984	15279421	20116996	159	159	109	0	109/159	68.6%	159/159	100.0%	159/15279421	0.0%
II	II	+	+	2714632	2714799	2321804	2321946	15279421	20116996	168	143	118	5	118/142	83.1%	142/169	84.0%	168/15279421	0.0%
II	II	+	+	2715022	2715150	2322269	2322397	15279421	20116996	129	129	113	0	113/129	87.6%	129/129	100.0%	129/15279421	0.0%
II	II	+	+	2717615	2717722	2324736	2324843	15279421	20116996	108	108	88	0	88/108	81.5%	108/108	100.0%	108/15279421	0.0%
II	II	+	+	2719100	2719284	2329226	2329410	15279421	20116996	185	185	156	0	156/185	84.3%	185/185	100.0%	185/15279421	0.0%
II	II	+	+	2719596	2720031	2331078	2331470	15279421	20116996	436	393	292	9	292/371	78.7%	371/458	81.0%	436/15279421	0.0%
II	II	+	+	2720161	2720312	2332684	2332829	15279421	20116996	152	146	123	1	123/146	84.2%	146/152	96.1%	152/15279421	0.0%
II	II	+	+	2721594	2721986	2336284	2336636	15279421	20116996	393	353	260	3	260/338	76.9%	338/408	82.8%	393/15279421	0.0%
II	II	+	+	2722395	2722908	2338332	2338716	15279421	20116996	514	385	303	3	303/385	78.7%	385/514	74.9%	514/15279421	0.0%
II	II	+	+	2723349	2723629	2338743	2339035	15279421	20116996	281	293	208	3	208/279	74.6%	279/295	94.6%	281/15279421	0.0%
II	II	+	+	2723995	2724095	2339070	2339170	15279421	20116996	101	101	81	0	81/101	80.2%	101/101	100.0%	101/15279421	0.0%
II	II	+	+	2724134	2724804	2340321	2340886	15279421	20116996	671	566	448	5	448/559	80.1%	559/678	82.4%	671/15279421	0.0%
II	II	+	+	2725108	2725293	2341820	2342011	15279421	20116996	186	192	141	1	141/186	75.8%	186/192	96.9%	186/15279421	0.0%
II	II	+	+	2725516	2725589	2342097	2342170	15279421	20116996	74	74	65	0	65/74	87.8%	74/74	100.0%	74/15279421	0.0%
II	II	+	+	2731358	2731816	2356853	2357288	15279421	20116996	459	436	308	3	308/432	71.3%	432/463	93.3%	459/15279421	0.0%
II	II	+	+	2732218	2732543	2358512	2358922	15279421	20116996	326	411	251	3	251/326	77.0%	326/411	79.3%	326/15279421	0.0%
II	II	+	+	2732566	2732937	2360324	2360695	15279421	20116996	372	372	263	0	263/372	70.7%	372/372	100.0%	372/15279421	0.0%
II	II	+	+	2735784	2735875	2362248	2362339	15279421	20116996	92	92	88	0	88/92	95.7%	92/92	100.0%	92/15279421	0.0%
II	II	+	+	2736266	2736357	2364997	2365088	15279421	20116996	92	92	88	0	88/92	95.7%	92/92	100.0%	92/15279421	0.0%
II	II	+	+	2736715	2736907	2368476	2368668	15279421	20116996	193	193	145	0	145/193	75.1%	193/193	100.0%	193/15279421	0.0%
II	II	+	+	2742009	2742260	2373636	2373887	15279421	20116996	252	252	162	0	162/252	64.3%	252/252	100.0%	252/15279421	0.0%
II	II	+	+	2751834	2752617	2387802	2388630	15279421	20116996	784	829	526	11	526/755	69.7%	755/858	88.0%	784/15279421	0.0%
II	II	+	+	2783162	2783645	2421739	2422261	15279421	20116996	484	523	336	7	336/465	72.3%	465/542	85.8%	484/15279421	0.0%
II	II	+	+	2784236	2784512	2422341	2422665	15279421	20116996	277	325	212	3	212/274	77.4%	274/328	83.5%	277/15279421	0.0%
II	II	+	+	2786005	2786207	2423850	2424040	15279421	20116996	203	191	131	3	131/185	70.8%	185/209	88.5%	203/15279421	0.0%
II	II	+	+	2786846	2788203	2424192	2425622	15279421	20116996	1358	1431	900	25	900/1273	70.7%	1273/1516	84.0%	1358/15279421	0.0%
