#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
X	X	+	+	9221016	9222737	3800876	3802661	17718942	18190508	1722	1786	1151	19	1151/1638	70.3%	1638/1870	87.6%	1722/17718942	0.0%
X	X	+	+	9223209	9224794	3802823	3804317	17718942	18190508	1586	1495	1015	33	1015/1392	72.9%	1392/1689	82.4%	1586/17718942	0.0%
X	X	+	+	9225371	9225674	3805080	3805413	17718942	18190508	304	334	233	9	233/280	83.2%	280/358	78.2%	304/17718942	0.0%
X	X	+	+	9226621	9226737	3807235	3807354	17718942	18190508	117	120	91	1	91/117	77.8%	117/120	97.5%	117/17718942	0.0%
X	X	+	+	9229423	9229966	3810065	3810614	17718942	18190508	544	550	384	15	384/496	77.4%	496/598	82.9%	544/17718942	0.0%
X	X	+	+	9230434	9230723	3811655	3811951	17718942	18190508	290	297	203	5	203/276	73.6%	276/311	88.7%	290/17718942	0.0%
X	X	+	+	9233660	9234737	3814182	3815239	17718942	18190508	1078	1058	809	7	809/1043	77.6%	1043/1093	95.4%	1078/17718942	0.0%
X	X	+	+	9237803	9237893	3815782	3815872	17718942	18190508	91	91	88	0	88/91	96.7%	91/91	100.0%	91/17718942	0.0%
X	X	+	+	9238852	9238945	3820685	3820778	17718942	18190508	94	94	88	0	88/94	93.6%	94/94	100.0%	94/17718942	0.0%
X	X	+	+	9238864	9238946	3821939	3822021	17718942	18190508	83	83	82	0	82/83	98.8%	83/83	100.0%	83/17718942	0.0%
X	X	+	+	9246999	9247436	3827864	3828299	17718942	18190508	438	436	337	4	337/430	78.4%	430/444	96.8%	438/17718942	0.0%
X	X	+	+	9247697	9248917	3829367	3830591	17718942	18190508	1221	1225	868	19	868/1159	74.9%	1159/1287	90.1%	1221/17718942	0.0%
X	X	+	+	9251664	9251982	3831221	3831533	17718942	18190508	319	313	252	8	252/307	82.1%	307/325	94.5%	319/17718942	0.0%
X	X	+	+	9252903	9253805	3831830	3832793	17718942	18190508	903	964	595	27	595/850	70.0%	850/1017	83.6%	903/17718942	0.0%
X	X	+	+	9254139	9255739	3833304	3834724	17718942	18190508	1601	1421	1001	35	1001/1324	75.6%	1324/1698	78.0%	1601/17718942	0.0%
X	X	+	+	9256180	9256649	3834958	3835437	17718942	18190508	470	480	320	7	320/452	70.8%	452/498	90.8%	470/17718942	0.0%
X	X	+	+	9256975	9257344	3835656	3836003	17718942	18190508	370	348	227	2	227/343	66.2%	343/375	91.5%	370/17718942	0.0%
X	X	+	+	9260725	9260859	3839563	3839697	17718942	18190508	135	135	97	0	97/135	71.9%	135/135	100.0%	135/17718942	0.0%
X	X	+	+	9264130	9264879	3847532	3848346	17718942	18190508	750	815	522	24	522/712	73.3%	712/853	83.5%	750/17718942	0.0%
X	X	+	+	9269071	9270860	3858727	3860573	17718942	18190508	1790	1847	1363	11	1363/1777	76.7%	1777/1860	95.5%	1790/17718942	0.0%
X	X	+	+	9291675	9292692	3873371	3874306	17718942	18190508	1018	936	619	21	619/871	71.1%	871/1083	80.4%	1018/17718942	0.0%
X	X	+	+	9293128	9294214	3874442	3875553	17718942	18190508	1087	1112	731	32	731/992	73.7%	992/1207	82.2%	1087/17718942	0.0%
X	X	+	+	9294619	9296629	3875633	3877778	17718942	18190508	2011	2146	1382	44	1382/1924	71.8%	1924/2233	86.2%	2011/17718942	0.0%
X	X	+	+	9297141	9297245	3878314	3878418	17718942	18190508	105	105	81	0	81/105	77.1%	105/105	100.0%	105/17718942	0.0%
X	X	+	+	9297542	9297646	3880528	3880632	17718942	18190508	105	105	75	0	75/105	71.4%	105/105	100.0%	105/17718942	0.0%
X	X	+	+	9297772	9297899	3880681	3880808	17718942	18190508	128	128	95	0	95/128	74.2%	128/128	100.0%	128/17718942	0.0%
X	X	+	+	9299255	9299830	3884341	3884919	17718942	18190508	576	579	403	4	403/571	70.6%	571/584	97.8%	576/17718942	0.0%
X	X	+	+	9299998	9300079	3885106	3885187	17718942	18190508	82	82	62	0	62/82	75.6%	82/82	100.0%	82/17718942	0.0%
X	X	+	+	9301893	9302299	3887375	3887753	17718942	18190508	407	379	284	11	284/361	78.7%	361/425	84.9%	407/17718942	0.0%
X	X	+	+	9303110	9306154	3888336	3891120	17718942	18190508	3045	2785	2082	47	2082/2602	80.0%	2602/3228	80.6%	3045/17718942	0.0%
X	X	+	+	9306346	9309230	3892049	3894574	17718942	18190508	2885	2526	1818	41	1818/2409	75.5%	2409/3002	80.2%	2885/17718942	0.0%
X	X	+	+	9309563	9310426	3895395	3896419	17718942	18190508	864	1025	598	20	598/827	72.3%	827/1062	77.9%	864/17718942	0.0%
X	X	+	+	9312698	9312860	3896547	3896718	17718942	18190508	163	172	120	1	120/163	73.6%	163/172	94.8%	163/17718942	0.0%
X	X	+	+	9313727	9313874	3897200	3897347	17718942	18190508	148	148	100	0	100/148	67.6%	148/148	100.0%	148/17718942	0.0%
X	X	+	+	9314338	9314469	3897445	3897576	17718942	18190508	132	132	95	0	95/132	72.0%	132/132	100.0%	132/17718942	0.0%
X	X	+	+	9315665	9316428	3899443	3900194	17718942	18190508	764	752	516	16	516/700	73.7%	700/816	85.8%	764/17718942	0.0%
X	X	+	+	9317079	9317265	3900426	3900612	17718942	18190508	187	187	154	0	154/187	82.4%	187/187	100.0%	187/17718942	0.0%
X	X	+	+	9318147	9319190	3901245	3902214	17718942	18190508	1044	970	677	21	677/929	72.9%	929/1085	85.6%	1044/17718942	0.0%
X	X	+	+	9321205	9321257	3903855	3903907	17718942	18190508	53	53	47	0	47/53	88.7%	53/53	100.0%	53/17718942	0.0%
X	X	+	+	9330724	9331278	3910276	3910792	17718942	18190508	555	517	401	11	401/505	79.4%	505/567	89.1%	555/17718942	0.0%
X	X	+	+	9331895	9332303	3910836	3911163	17718942	18190508	409	328	250	8	250/313	79.9%	313/424	73.8%	409/17718942	0.0%
X	X	+	+	9333977	9334324	3911520	3911888	17718942	18190508	348	369	259	6	259/342	75.7%	342/375	91.2%	348/17718942	0.0%
X	X	+	+	9335097	9335243	3912806	3912946	17718942	18190508	147	141	119	1	119/141	84.4%	141/147	95.9%	147/17718942	0.0%
X	X	+	+	9336126	9336571	3913329	3913755	17718942	18190508	446	427	311	10	311/413	75.3%	413/460	89.8%	446/17718942	0.0%
X	X	+	+	9337709	9342247	3915844	3920173	17718942	18190508	4539	4330	3222	59	3222/4133	78.0%	4133/4736	87.3%	4539/17718942	0.0%
X	X	+	+	9342351	9342544	3920422	3920596	17718942	18190508	194	175	136	3	136/175	77.7%	175/194	90.2%	194/17718942	0.0%
X	X	+	+	9343553	9346670	3921112	3924346	17718942	18190508	3118	3235	2174	33	2174/2982	72.9%	2982/3371	88.5%	3118/17718942	0.0%
X	X	+	+	9346991	9347318	3924799	3925095	17718942	18190508	328	297	226	4	226/292	77.4%	292/333	87.7%	328/17718942	0.0%
X	X	+	+	9349469	9349580	3927234	3927345	17718942	18190508	112	112	92	0	92/112	82.1%	112/112	100.0%	112/17718942	0.0%
X	X	+	+	9353087	9353261	3929501	3929670	17718942	18190508	175	170	123	4	123/165	74.5%	165/180	91.7%	175/17718942	0.0%
X	X	+	+	9357534	9357637	3939044	3939150	17718942	18190508	104	107	86	1	86/104	82.7%	104/107	97.2%	104/17718942	0.0%
X	X	+	+	9359224	9359793	3939435	3939979	17718942	18190508	570	545	392	12	392/528	74.2%	528/587	89.9%	570/17718942	0.0%
X	X	+	+	9364584	9365111	3943181	3943745	17718942	18190508	528	565	364	17	364/504	72.2%	504/589	85.6%	528/17718942	0.0%
X	X	+	+	9365713	9365850	3944128	3944264	17718942	18190508	138	137	120	1	120/137	87.6%	137/138	99.3%	138/17718942	0.0%
X	X	+	+	9371124	9371201	3949562	3949639	17718942	18190508	78	78	63	0	63/78	80.8%	78/78	100.0%	78/17718942	0.0%
X	X	+	+	9372384	9372455	3950956	3951027	17718942	18190508	72	72	57	0	57/72	79.2%	72/72	100.0%	72/17718942	0.0%
X	X	+	+	9373764	9373994	3952532	3952764	17718942	18190508	231	233	182	6	182/225	80.9%	225/239	94.1%	231/17718942	0.0%
X	X	+	+	9375712	9376709	3953668	3954603	17718942	18190508	998	936	673	25	673/866	77.7%	866/1068	81.1%	998/17718942	0.0%
X	X	+	+	9378519	9379105	3956039	3956647	17718942	18190508	587	609	427	9	427/566	75.4%	566/630	89.8%	587/17718942	0.0%
X	X	+	+	9379580	9382688	3956755	3960112	17718942	18190508	3109	3358	2220	64	2220/2929	75.8%	2929/3538	82.8%	3109/17718942	0.0%
X	X	+	+	9382730	9383732	3961004	3961870	17718942	18190508	1003	867	619	21	619/833	74.3%	833/1037	80.3%	1003/17718942	0.0%
X	X	+	+	9384565	9384638	3962540	3962614	17718942	18190508	74	75	63	1	63/74	85.1%	74/75	98.7%	74/17718942	0.0%
X	X	+	+	9385561	9385728	3962805	3962972	17718942	18190508	168	168	140	0	140/168	83.3%	168/168	100.0%	168/17718942	0.0%
X	X	+	+	9387336	9387787	3964657	3965105	17718942	18190508	452	449	305	8	305/428	71.3%	428/473	90.5%	452/17718942	0.0%
X	X	+	+	9388587	9388977	3965879	3966267	17718942	18190508	391	389	296	2	296/388	76.3%	388/392	99.0%	391/17718942	0.0%
X	X	+	+	9396458	9396896	3982185	3982648	17718942	18190508	439	464	343	10	343/424	80.9%	424/479	88.5%	439/17718942	0.0%
X	X	+	+	9397565	9397836	3983179	3983458	17718942	18190508	272	280	204	6	204/266	76.7%	266/286	93.0%	272/17718942	0.0%
X	X	+	+	9398314	9399461	3983552	3984689	17718942	18190508	1148	1138	828	17	828/1097	75.5%	1097/1189	92.3%	1148/17718942	0.0%
X	X	+	+	9399571	9401341	3986093	3987749	17718942	18190508	1771	1657	1058	44	1058/1426	74.2%	1426/2002	71.2%	1771/17718942	0.0%
X	X	+	+	9403310	9404230	3989245	3990181	17718942	18190508	921	937	642	18	642/869	73.9%	869/989	87.9%	921/17718942	0.0%
X	X	+	+	9405254	9405484	3991028	3991259	17718942	18190508	231	232	187	2	187/228	82.0%	228/235	97.0%	231/17718942	0.0%
X	X	+	+	9405918	9407910	3991318	3993263	17718942	18190508	1993	1946	1318	46	1318/1842	71.6%	1842/2097	87.8%	1993/17718942	0.0%
X	X	+	+	9409154	9411188	3994240	3996134	17718942	18190508	2035	1895	1269	60	1269/1649	77.0%	1649/2281	72.3%	2035/17718942	0.0%
X	X	+	+	9411733	9413405	3996548	3998144	17718942	18190508	1673	1597	1093	48	1093/1498	73.0%	1498/1772	84.5%	1673/17718942	0.0%
X	X	+	+	9413859	9415639	3998305	4000071	17718942	18190508	1781	1767	1252	42	1252/1611	77.7%	1611/1937	83.2%	1781/17718942	0.0%
X	X	+	+	9416283	9419099	4000307	4003251	17718942	18190508	2817	2945	2120	23	2120/2766	76.6%	2766/2996	92.3%	2817/17718942	0.0%
X	X	+	+	9419334	9427145	4003698	4011143	17718942	18190508	7812	7446	5603	106	5603/7232	77.5%	7232/8026	90.1%	7812/17718942	0.0%
X	X	+	+	9428434	9429392	4013234	4013914	17718942	18190508	959	681	493	9	493/673	73.3%	673/967	69.6%	959/17718942	0.0%
X	X	+	+	9429934	9430230	4014300	4014599	17718942	18190508	297	300	210	1	210/297	70.7%	297/300	99.0%	297/17718942	0.0%
X	X	+	+	9431420	9432625	4019024	4020605	17718942	18190508	1206	1582	934	15	934/1206	77.4%	1206/1582	76.2%	1206/17718942	0.0%
X	X	+	+	9434679	9437229	4020952	4023589	17718942	18190508	2551	2638	1826	47	1826/2253	81.0%	2253/2936	76.7%	2551/17718942	0.0%
X	X	+	+	9440398	9441733	4030145	4031559	17718942	18190508	1336	1415	891	30	891/1254	71.1%	1254/1497	83.8%	1336/17718942	0.0%
X	X	+	+	9446646	9446984	4035521	4035863	17718942	18190508	339	343	248	4	248/332	74.7%	332/350	94.9%	339/17718942	0.0%
X	X	+	+	9447243	9447422	4038148	4038327	17718942	18190508	180	180	140	0	140/180	77.8%	180/180	100.0%	180/17718942	0.0%
X	X	+	+	9450279	9452003	4043888	4045590	17718942	18190508	1725	1703	1266	11	1266/1671	75.8%	1671/1757	95.1%	1725/17718942	0.0%
X	X	+	+	9452251	9452360	4045783	4045892	17718942	18190508	110	110	88	2	88/109	80.7%	109/111	98.2%	110/17718942	0.0%
X	X	+	+	9454539	9454761	4049190	4049416	17718942	18190508	223	227	162	5	162/214	75.7%	214/236	90.7%	223/17718942	0.0%
X	X	+	+	9455562	9457185	4049676	4051162	17718942	18190508	1624	1487	1109	28	1109/1433	77.4%	1433/1678	85.4%	1624/17718942	0.0%
X	X	+	+	9457779	9458452	4051222	4051899	17718942	18190508	674	678	511	10	511/660	77.4%	660/692	95.4%	674/17718942	0.0%
X	X	+	+	9467720	9468468	4060059	4060838	17718942	18190508	749	780	538	18	538/704	76.4%	704/825	85.3%	749/17718942	0.0%
X	X	+	+	9468864	9469269	4062196	4062643	17718942	18190508	406	448	311	19	311/388	80.2%	388/466	83.3%	406/17718942	0.0%
X	X	+	+	9470016	9470432	4062664	4063075	17718942	18190508	417	412	304	16	304/394	77.2%	394/435	90.6%	417/17718942	0.0%
X	X	+	+	9472458	9472638	4063649	4063820	17718942	18190508	181	172	135	1	135/172	78.5%	172/181	95.0%	181/17718942	0.0%
X	X	+	+	9473350	9473839	4064902	4065384	17718942	18190508	490	483	358	14	358/451	79.4%	451/522	86.4%	490/17718942	0.0%
X	X	+	+	9474968	9475394	4065992	4066395	17718942	18190508	427	404	307	9	307/390	78.7%	390/441	88.4%	427/17718942	0.0%
X	X	+	+	9476308	9476476	4067323	4067507	17718942	18190508	169	185	135	3	135/169	79.9%	169/185	91.4%	169/17718942	0.0%
X	X	+	+	9476968	9478066	4067701	4068785	17718942	18190508	1099	1085	745	35	745/997	74.7%	997/1187	84.0%	1099/17718942	0.0%
X	X	+	+	9478856	9480014	4069063	4070240	17718942	18190508	1159	1178	865	31	865/1065	81.2%	1065/1272	83.7%	1159/17718942	0.0%
X	X	+	+	9480646	9481205	4070986	4071547	17718942	18190508	560	562	424	13	424/543	78.1%	543/579	93.8%	560/17718942	0.0%
X	X	+	+	9482473	9482618	4072462	4072594	17718942	18190508	146	133	116	3	116/133	87.2%	133/146	91.1%	146/17718942	0.0%
X	X	+	+	9483824	9484242	4073868	4074301	17718942	18190508	419	434	305	16	305/384	79.4%	384/469	81.9%	419/17718942	0.0%
X	X	+	+	9484624	9484895	4074747	4074999	17718942	18190508	272	253	202	7	202/247	81.8%	247/278	88.8%	272/17718942	0.0%
X	X	+	+	9490518	9491116	4079388	4079977	17718942	18190508	599	590	407	8	407/581	70.1%	581/608	95.6%	599/17718942	0.0%
X	X	+	+	9494789	9496763	4083315	4085178	17718942	18190508	1975	1864	1289	56	1289/1714	75.2%	1714/2125	80.7%	1975/17718942	0.0%
X	X	+	+	9497469	9497735	4085630	4085888	17718942	18190508	267	259	193	5	193/255	75.7%	255/271	94.1%	267/17718942	0.0%
X	X	+	+	9498105	9498534	4086590	4087037	17718942	18190508	430	448	308	12	308/412	74.8%	412/466	88.4%	430/17718942	0.0%
X	X	+	+	9499487	9499642	4088135	4088291	17718942	18190508	156	157	111	3	111/155	71.6%	155/158	98.1%	156/17718942	0.0%
X	X	+	+	9501263	9503019	4089693	4091275	17718942	18190508	1757	1583	1158	45	1158/1491	77.7%	1491/1849	80.6%	1757/17718942	0.0%
X	X	+	+	9503904	9504448	4093141	4093704	17718942	18190508	545	564	409	9	409/531	77.0%	531/578	91.9%	545/17718942	0.0%
X	X	+	+	9505523	9506794	4094941	4096167	17718942	18190508	1272	1227	797	39	797/1051	75.8%	1051/1448	72.6%	1272/17718942	0.0%
X	X	+	+	9507437	9507631	4096764	4096970	17718942	18190508	195	207	147	5	147/185	79.5%	185/217	85.3%	195/17718942	0.0%
X	X	+	+	9509412	9509594	4098570	4098768	17718942	18190508	183	199	142	3	142/181	78.5%	181/201	90.0%	183/17718942	0.0%
X	X	+	+	9509888	9510213	4098895	4099215	17718942	18190508	326	321	221	7	221/317	69.7%	317/330	96.1%	326/17718942	0.0%
X	X	+	+	9510510	9516351	4099508	4104920	17718942	18190508	5842	5413	3898	106	3898/5230	74.5%	5230/6025	86.8%	5842/17718942	0.0%
X	X	+	+	9519106	9519276	4112291	4112461	17718942	18190508	171	171	118	0	118/171	69.0%	171/171	100.0%	171/17718942	0.0%
X	X	+	+	9519465	9519711	4112769	4113013	17718942	18190508	247	245	174	1	174/245	71.0%	245/247	99.2%	247/17718942	0.0%
X	X	+	+	9521171	9521233	4113351	4113413	17718942	18190508	63	63	51	0	51/63	81.0%	63/63	100.0%	63/17718942	0.0%
X	X	+	+	9522645	9523009	4115575	4115856	17718942	18190508	365	282	213	3	213/282	75.5%	282/365	77.3%	365/17718942	0.0%
X	X	+	+	9528153	9528341	4122028	4122215	17718942	18190508	189	188	153	5	153/183	83.6%	183/194	94.3%	189/17718942	0.0%
X	X	+	+	9529373	9529849	4122917	4123414	17718942	18190508	477	498	348	16	348/444	78.4%	444/531	83.6%	477/17718942	0.0%
X	X	+	+	9530761	9530893	4124056	4124184	17718942	18190508	133	129	108	3	108/126	85.7%	126/136	92.6%	133/17718942	0.0%
X	X	+	+	9531549	9532101	4125130	4125713	17718942	18190508	553	584	398	21	398/530	75.1%	530/607	87.3%	553/17718942	0.0%
X	X	+	+	9532570	9532680	4125854	4125970	17718942	18190508	111	117	96	2	96/111	86.5%	111/117	94.9%	111/17718942	0.0%
X	X	+	+	9533734	9533879	4129160	4129305	17718942	18190508	146	146	117	0	117/146	80.1%	146/146	100.0%	146/17718942	0.0%
X	X	+	+	9533907	9534887	4130201	4131192	17718942	18190508	981	992	735	8	735/947	77.6%	947/1026	92.3%	981/17718942	0.0%
X	X	+	+	9535517	9536768	4131621	4132737	17718942	18190508	1252	1117	767	25	767/1060	72.4%	1060/1309	81.0%	1252/17718942	0.0%
X	X	+	+	9537681	9537960	4133079	4133353	17718942	18190508	280	275	200	4	200/268	74.6%	268/287	93.4%	280/17718942	0.0%
X	X	+	+	9539863	9541245	4138124	4139325	17718942	18190508	1383	1202	862	17	862/1176	73.3%	1176/1409	83.5%	1383/17718942	0.0%
X	X	+	+	9541775	9542259	4139548	4140045	17718942	18190508	485	498	371	6	371/479	77.5%	479/504	95.0%	485/17718942	0.0%
X	X	+	+	9543237	9543824	4140921	4141496	17718942	18190508	588	576	424	15	424/546	77.7%	546/618	88.3%	588/17718942	0.0%
X	X	+	+	9547259	9547566	4145241	4145549	17718942	18190508	308	309	227	6	227/300	75.7%	300/317	94.6%	308/17718942	0.0%
X	X	+	+	9549090	9549288	4147201	4147425	17718942	18190508	199	225	175	5	175/196	89.3%	196/228	86.0%	199/17718942	0.0%
X	X	+	+	9551997	9554391	4150145	4152547	17718942	18190508	2395	2403	1696	58	1696/2217	76.5%	2217/2581	85.9%	2395/17718942	0.0%
X	X	+	+	9555194	9557409	4153196	4155626	17718942	18190508	2216	2431	1517	56	1517/2120	71.6%	2120/2527	83.9%	2216/17718942	0.0%
X	X	+	+	9557793	9557953	4155442	4155626	17718942	18190508	161	185	126	3	126/161	78.3%	161/185	87.0%	161/17718942	0.0%
X	X	+	+	9558253	9560796	4155730	4158346	17718942	18190508	2544	2617	1693	61	1693/2211	76.6%	2211/2950	74.9%	2544/17718942	0.0%
X	X	+	+	9561894	9562417	4166673	4167205	17718942	18190508	524	533	393	4	393/506	77.7%	506/551	91.8%	524/17718942	0.0%
X	X	+	+	9562919	9563496	4167562	4168201	17718942	18190508	578	640	401	7	401/574	69.9%	574/644	89.1%	578/17718942	0.0%
X	X	+	+	9564004	9565710	4168759	4170700	17718942	18190508	1707	1942	1209	35	1209/1639	73.8%	1639/2010	81.5%	1707/17718942	0.0%
X	X	+	+	9566925	9567645	4171945	4172799	17718942	18190508	721	855	522	18	522/708	73.7%	708/868	81.6%	721/17718942	0.0%
X	X	+	+	9569372	9569607	4174046	4174285	17718942	18190508	236	240	183	3	183/234	78.2%	234/242	96.7%	236/17718942	0.0%
X	X	+	+	9570228	9570682	4174392	4174842	17718942	18190508	455	451	340	1	340/451	75.4%	451/455	99.1%	455/17718942	0.0%
X	X	+	+	9572283	9572840	4175557	4176178	17718942	18190508	558	622	418	8	418/549	76.1%	549/631	87.0%	558/17718942	0.0%
X	X	+	+	9573341	9573445	4176628	4176732	17718942	18190508	105	105	92	0	92/105	87.6%	105/105	100.0%	105/17718942	0.0%
X	X	+	+	9574035	9574938	4177289	4178127	17718942	18190508	904	839	620	12	620/797	77.8%	797/946	84.2%	904/17718942	0.0%
X	X	+	+	9575776	9575875	4179711	4179810	17718942	18190508	100	100	85	0	85/100	85.0%	100/100	100.0%	100/17718942	0.0%
X	X	+	+	9580838	9581096	4186814	4187086	17718942	18190508	259	273	197	6	197/244	80.7%	244/288	84.7%	259/17718942	0.0%
X	X	+	+	9582618	9583126	4188484	4188979	17718942	18190508	509	496	333	13	333/462	72.1%	462/543	85.1%	509/17718942	0.0%
X	X	+	+	9584443	9586347	4190662	4192642	17718942	18190508	1905	1981	1362	48	1362/1792	76.0%	1792/2094	85.6%	1905/17718942	0.0%
