#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
IV	IV	+	+	285627	285884	1066959	1067216	17493829	21017644	258	258	217	0	217/258	84.1%	258/258	100.0%	258/17493829	0.0%
IV	IV	+	+	286038	286584	1068318	1068885	17493829	21017644	547	568	371	7	371/528	70.3%	528/587	89.9%	547/17493829	0.0%
IV	IV	+	+	286702	287000	1070231	1070526	17493829	21017644	299	296	224	3	224/293	76.5%	293/302	97.0%	299/17493829	0.0%
IV	IV	+	+	288821	289641	1079468	1080285	17493829	21017644	821	818	633	1	633/818	77.4%	818/821	99.6%	821/17493829	0.0%
IV	IV	+	+	289673	290180	1081990	1082507	17493829	21017644	508	518	379	3	379/506	74.9%	506/520	97.3%	508/17493829	0.0%
IV	IV	+	+	290222	290535	1083802	1084108	17493829	21017644	314	307	233	2	233/296	78.7%	296/325	91.1%	314/17493829	0.0%
IV	IV	+	+	290532	290782	1084558	1084764	17493829	21017644	251	207	164	1	164/207	79.2%	207/251	82.5%	251/17493829	0.0%
IV	IV	+	+	291106	291294	1088598	1088786	17493829	21017644	189	189	152	0	152/189	80.4%	189/189	100.0%	189/17493829	0.0%
IV	IV	+	+	292462	292899	1095073	1095531	17493829	21017644	438	459	323	9	323/417	77.5%	417/480	86.9%	438/17493829	0.0%
IV	IV	+	+	293312	294122	1096124	1096794	17493829	21017644	811	671	528	5	528/671	78.7%	671/811	82.7%	811/17493829	0.0%
IV	IV	+	+	307529	307796	1141181	1141444	17493829	21017644	268	264	188	4	188/250	75.2%	250/282	88.7%	268/17493829	0.0%
IV	IV	+	+	308306	308438	1141438	1141570	17493829	21017644	133	133	108	0	108/133	81.2%	133/133	100.0%	133/17493829	0.0%
IV	IV	+	+	308994	309154	1142645	1142805	17493829	21017644	161	161	131	0	131/161	81.4%	161/161	100.0%	161/17493829	0.0%
IV	IV	+	+	310243	310591	1143010	1143380	17493829	21017644	349	371	272	5	272/345	78.8%	345/375	92.0%	349/17493829	0.0%
IV	IV	+	+	393247	397127	1165702	1169467	17493829	21017644	3881	3766	2737	70	2737/3623	75.5%	3623/4024	90.0%	3881/17493829	0.0%
IV	IV	+	+	397918	398277	1169459	1169814	17493829	21017644	360	356	271	4	271/348	77.9%	348/368	94.6%	360/17493829	0.0%
IV	IV	+	+	398691	398925	1169846	1170077	17493829	21017644	235	232	187	1	187/232	80.6%	232/235	98.7%	235/17493829	0.0%
IV	IV	+	+	401729	402016	1174436	1174677	17493829	21017644	288	242	184	1	184/242	76.0%	242/288	84.0%	288/17493829	0.0%
IV	IV	+	+	402957	403134	1175505	1175682	17493829	21017644	178	178	142	0	142/178	79.8%	178/178	100.0%	178/17493829	0.0%
IV	IV	+	+	403613	403763	1178244	1178394	17493829	21017644	151	151	109	0	109/151	72.2%	151/151	100.0%	151/17493829	0.0%
IV	IV	+	+	404084	404334	1178432	1178682	17493829	21017644	251	251	189	0	189/251	75.3%	251/251	100.0%	251/17493829	0.0%
IV	IV	+	+	404365	404493	1180580	1180708	17493829	21017644	129	129	101	0	101/129	78.3%	129/129	100.0%	129/17493829	0.0%
IV	IV	+	+	405946	407040	1181916	1183366	17493829	21017644	1095	1451	713	16	713/954	74.7%	954/1592	59.9%	1095/17493829	0.0%
IV	IV	+	+	407745	407874	1183411	1183540	17493829	21017644	130	130	90	0	90/130	69.2%	130/130	100.0%	130/17493829	0.0%
IV	IV	+	+	407901	408041	1183998	1184138	17493829	21017644	141	141	106	0	106/141	75.2%	141/141	100.0%	141/17493829	0.0%
IV	IV	+	+	408680	408785	1184179	1184284	17493829	21017644	106	106	79	0	79/106	74.5%	106/106	100.0%	106/17493829	0.0%
IV	IV	+	+	414233	414599	1188806	1189133	17493829	21017644	367	328	229	4	229/323	70.9%	323/372	86.8%	367/17493829	0.0%
IV	IV	+	+	415310	415502	1189666	1189858	17493829	21017644	193	193	151	0	151/193	78.2%	193/193	100.0%	193/17493829	0.0%
IV	IV	+	+	417140	417345	1190844	1191055	17493829	21017644	206	212	149	2	149/200	74.5%	200/218	91.7%	206/17493829	0.0%
IV	IV	+	+	417945	418594	1191138	1191777	17493829	21017644	650	640	491	8	491/627	78.3%	627/663	94.6%	650/17493829	0.0%
IV	IV	+	+	419120	419933	1191818	1192470	17493829	21017644	814	653	465	9	465/629	73.9%	629/838	75.1%	814/17493829	0.0%
IV	IV	+	+	422075	422613	1194612	1195147	17493829	21017644	539	536	334	2	334/536	62.3%	536/539	99.4%	539/17493829	0.0%
IV	IV	+	+	423246	424012	1195344	1196134	17493829	21017644	767	791	505	6	505/766	65.9%	766/792	96.7%	767/17493829	0.0%
IV	IV	+	+	424640	425174	1196165	1196700	17493829	21017644	535	536	335	6	335/523	64.1%	523/548	95.4%	535/17493829	0.0%
IV	IV	+	+	426161	427125	1197561	1198488	17493829	21017644	965	928	682	19	682/874	78.0%	874/1019	85.8%	965/17493829	0.0%
IV	IV	+	+	430795	431217	1199161	1199584	17493829	21017644	423	424	269	7	269/384	70.1%	384/463	82.9%	423/17493829	0.0%
IV	IV	+	+	432641	433296	1199725	1200369	17493829	21017644	656	645	419	7	419/638	65.7%	638/663	96.2%	656/17493829	0.0%
IV	IV	+	+	434118	434583	1200395	1200866	17493829	21017644	466	472	351	2	351/463	75.8%	463/475	97.5%	466/17493829	0.0%
IV	IV	+	+	435276	435454	1200895	1201073	17493829	21017644	179	179	148	0	148/179	82.7%	179/179	100.0%	179/17493829	0.0%
IV	IV	+	+	436477	436972	1201108	1201603	17493829	21017644	496	496	371	0	371/496	74.8%	496/496	100.0%	496/17493829	0.0%
IV	IV	+	+	437987	439094	1201657	1202737	17493829	21017644	1108	1081	770	7	770/1066	72.2%	1066/1123	94.9%	1108/17493829	0.0%
IV	IV	+	+	439438	439729	1204412	1204700	17493829	21017644	292	289	192	2	192/282	68.1%	282/299	94.3%	292/17493829	0.0%
IV	IV	+	+	762747	763151	1249337	1249690	17493829	21017644	405	354	257	7	257/354	72.6%	354/405	87.4%	405/17493829	0.0%
IV	IV	+	+	1353761	1354270	1249310	1249825	17493829	21017644	510	516	317	6	317/492	64.4%	492/534	92.1%	510/17493829	0.0%
IV	IV	+	+	1367112	1367160	1264469	1264517	17493829	21017644	49	49	43	0	43/49	87.8%	49/49	100.0%	49/17493829	0.0%
IV	IV	+	+	1514589	1514680	1506991	1507082	17493829	21017644	92	92	88	0	88/92	95.7%	92/92	100.0%	92/17493829	0.0%
IV	IV	+	+	1517106	1517477	1513704	1514104	17493829	21017644	372	401	271	12	271/355	76.3%	355/418	84.9%	372/17493829	0.0%
IV	IV	+	+	1517107	1517500	1513698	1514113	17493829	21017644	394	416	285	10	285/388	73.5%	388/422	91.9%	394/17493829	0.0%
IV	IV	+	+	1523802	1524233	1524015	1524401	17493829	21017644	432	387	284	4	284/375	75.7%	375/444	84.5%	432/17493829	0.0%
IV	IV	+	+	1524778	1525392	1524439	1525053	17493829	21017644	615	615	450	4	450/609	73.9%	609/621	98.1%	615/17493829	0.0%
IV	IV	+	+	1525789	1526106	1525093	1525405	17493829	21017644	318	313	232	1	232/313	74.1%	313/318	98.4%	318/17493829	0.0%
IV	IV	+	+	1526346	1526470	1525443	1525567	17493829	21017644	125	125	95	0	95/125	76.0%	125/125	100.0%	125/17493829	0.0%
IV	IV	+	+	1527212	1527724	1526054	1526629	17493829	21017644	513	576	384	6	384/511	75.1%	511/578	88.4%	513/17493829	0.0%
IV	IV	+	+	1528446	1528609	1526669	1526838	17493829	21017644	164	170	136	1	136/164	82.9%	164/170	96.5%	164/17493829	0.0%
IV	IV	+	+	1530055	1530744	1527240	1527913	17493829	21017644	690	674	469	4	469/665	70.5%	665/699	95.1%	690/17493829	0.0%
IV	IV	+	+	1532306	1532411	1527951	1528056	17493829	21017644	106	106	84	0	84/106	79.2%	106/106	100.0%	106/17493829	0.0%
IV	IV	+	+	1536265	1536399	1530350	1530481	17493829	21017644	135	132	106	1	106/132	80.3%	132/135	97.8%	135/17493829	0.0%
IV	IV	+	+	1538918	1538961	1533498	1533541	17493829	21017644	44	44	40	0	40/44	90.9%	44/44	100.0%	44/17493829	0.0%
IV	IV	+	+	1545435	1545809	1539062	1539423	17493829	21017644	375	362	239	9	239/335	71.3%	335/402	83.3%	375/17493829	0.0%
IV	IV	+	+	1546391	1546593	1539891	1540105	17493829	21017644	203	215	139	4	139/188	73.9%	188/230	81.7%	203/17493829	0.0%
IV	IV	+	+	1546963	1547097	1540118	1540288	17493829	21017644	135	171	101	2	101/135	74.8%	135/171	78.9%	135/17493829	0.0%
IV	IV	+	+	1548599	1550206	1541196	1542807	17493829	21017644	1608	1612	1222	18	1222/1560	78.3%	1560/1660	94.0%	1608/17493829	0.0%
IV	IV	+	+	1568313	1568463	1551582	1551732	17493829	21017644	151	151	108	0	108/151	71.5%	151/151	100.0%	151/17493829	0.0%
IV	IV	+	+	1569454	1569860	1552399	1552800	17493829	21017644	407	402	284	2	284/402	70.6%	402/407	98.8%	407/17493829	0.0%
IV	IV	+	+	1572111	1572467	1552843	1553184	17493829	21017644	357	342	265	2	265/342	77.5%	342/357	95.8%	357/17493829	0.0%
IV	IV	+	+	1574709	1575049	1553226	1553566	17493829	21017644	341	341	264	0	264/341	77.4%	341/341	100.0%	341/17493829	0.0%
IV	IV	+	+	1580419	1581007	1554068	1554656	17493829	21017644	589	589	453	0	453/589	76.9%	589/589	100.0%	589/17493829	0.0%
IV	IV	+	+	1582940	1583271	1554654	1554979	17493829	21017644	332	326	241	2	241/326	73.9%	326/332	98.2%	332/17493829	0.0%
IV	IV	+	+	1584350	1584831	1556180	1556625	17493829	21017644	482	446	331	6	331/443	74.7%	443/485	91.3%	482/17493829	0.0%
IV	IV	+	+	1585678	1585891	1556621	1556834	17493829	21017644	214	214	150	0	150/214	70.1%	214/214	100.0%	214/17493829	0.0%
IV	IV	+	+	1590905	1591045	1556872	1557012	17493829	21017644	141	141	112	0	112/141	79.4%	141/141	100.0%	141/17493829	0.0%
IV	IV	+	+	1593395	1593963	1557051	1557619	17493829	21017644	569	569	404	0	404/569	71.0%	569/569	100.0%	569/17493829	0.0%
IV	IV	+	+	1595165	1595810	1557657	1558282	17493829	21017644	646	626	457	3	457/623	73.4%	623/649	96.0%	646/17493829	0.0%
IV	IV	+	+	1597309	1597765	1559397	1559847	17493829	21017644	457	451	325	3	325/448	72.5%	448/460	97.4%	457/17493829	0.0%
IV	IV	+	+	1600172	1600385	1559881	1560097	17493829	21017644	214	217	159	1	159/214	74.3%	214/217	98.6%	214/17493829	0.0%
IV	IV	+	+	1601149	1601463	1560124	1560436	17493829	21017644	315	313	225	5	225/304	74.0%	304/324	93.8%	315/17493829	0.0%
IV	IV	+	+	1602969	1603588	1560792	1561447	17493829	21017644	620	656	415	5	415/609	68.1%	609/667	91.3%	620/17493829	0.0%
IV	IV	+	+	1605360	1605819	1561473	1561855	17493829	21017644	460	383	265	8	265/360	73.6%	360/483	74.5%	460/17493829	0.0%
IV	IV	+	+	1606847	1607574	1561839	1562579	17493829	21017644	728	741	505	8	505/704	71.7%	704/765	92.0%	728/17493829	0.0%
IV	IV	+	+	1608530	1608783	1562613	1562857	17493829	21017644	254	245	185	3	185/245	75.5%	245/254	96.5%	254/17493829	0.0%
IV	IV	+	+	1638648	1638905	1573954	1574211	17493829	21017644	258	258	187	0	187/258	72.5%	258/258	100.0%	258/17493829	0.0%
IV	IV	+	+	1639619	1639743	1575182	1575306	17493829	21017644	125	125	100	0	100/125	80.0%	125/125	100.0%	125/17493829	0.0%
IV	IV	+	+	1641577	1642021	1575409	1575842	17493829	21017644	445	434	346	2	346/434	79.7%	434/445	97.5%	445/17493829	0.0%
IV	IV	+	+	1644002	1644211	1575961	1576164	17493829	21017644	210	204	143	2	143/204	70.1%	204/210	97.1%	210/17493829	0.0%
IV	IV	+	+	1645004	1645313	1576202	1576510	17493829	21017644	310	309	221	4	221/300	73.7%	300/319	94.0%	310/17493829	0.0%
IV	IV	+	+	1659635	1660624	1584429	1585540	17493829	21017644	990	1112	667	14	667/958	69.6%	958/1144	83.7%	990/17493829	0.0%
IV	IV	+	+	1661561	1661923	1586842	1587204	17493829	21017644	363	363	262	0	262/363	72.2%	363/363	100.0%	363/17493829	0.0%
IV	IV	+	+	1663107	1663345	1587628	1587866	17493829	21017644	239	239	158	0	158/239	66.1%	239/239	100.0%	239/17493829	0.0%
IV	IV	+	+	1664408	1664540	1587915	1588047	17493829	21017644	133	133	94	0	94/133	70.7%	133/133	100.0%	133/17493829	0.0%
IV	IV	+	+	1666512	1666927	1588109	1588572	17493829	21017644	416	464	323	1	323/416	77.6%	416/464	89.7%	416/17493829	0.0%
IV	IV	+	+	1667868	1667964	1588655	1588751	17493829	21017644	97	97	75	0	75/97	77.3%	97/97	100.0%	97/17493829	0.0%
IV	IV	+	+	1672706	1672844	1590946	1591084	17493829	21017644	139	139	99	0	99/139	71.2%	139/139	100.0%	139/17493829	0.0%
IV	IV	+	+	1673805	1674306	1593670	1594177	17493829	21017644	502	508	345	1	345/502	68.7%	502/508	98.8%	502/17493829	0.0%
IV	IV	+	+	1675106	1675335	1594198	1594425	17493829	21017644	230	228	153	1	153/228	67.1%	228/230	99.1%	230/17493829	0.0%
IV	IV	+	+	1675691	1675827	1595740	1595876	17493829	21017644	137	137	97	0	97/137	70.8%	137/137	100.0%	137/17493829	0.0%
IV	IV	+	+	1677197	1677495	1597379	1597643	17493829	21017644	299	265	186	2	186/262	71.0%	262/302	86.8%	299/17493829	0.0%
IV	IV	+	+	1678916	1680142	1602486	1603316	17493829	21017644	1227	831	644	9	644/824	78.2%	824/1234	66.8%	1227/17493829	0.0%
IV	IV	+	+	1681958	1682129	1605624	1605804	17493829	21017644	172	181	131	1	131/172	76.2%	172/181	95.0%	172/17493829	0.0%
IV	IV	+	+	1699886	1700269	1636396	1636783	17493829	21017644	384	388	252	10	252/367	68.7%	367/405	90.6%	384/17493829	0.0%
IV	IV	+	+	1701260	1701787	1636853	1637310	17493829	21017644	528	458	320	4	320/449	71.3%	449/537	83.6%	528/17493829	0.0%
IV	IV	+	+	1702486	1702734	1637351	1637599	17493829	21017644	249	249	187	0	187/249	75.1%	249/249	100.0%	249/17493829	0.0%
IV	IV	+	+	1707310	1707707	1641253	1641695	17493829	21017644	398	443	286	7	286/393	72.8%	393/448	87.7%	398/17493829	0.0%
IV	IV	+	+	1708391	1709752	1641739	1643387	17493829	21017644	1362	1649	1001	26	1001/1312	76.3%	1312/1699	77.2%	1362/17493829	0.0%
IV	IV	+	+	1709884	1710091	1643851	1644058	17493829	21017644	208	208	144	5	144/202	71.3%	202/214	94.4%	208/17493829	0.0%
IV	IV	+	+	1710258	1711406	1644366	1645461	17493829	21017644	1149	1096	834	28	834/1069	78.0%	1069/1176	90.9%	1149/17493829	0.0%
IV	IV	+	+	1712710	1712978	1647644	1647912	17493829	21017644	269	269	216	0	216/269	80.3%	269/269	100.0%	269/17493829	0.0%
IV	IV	+	+	1713270	1713378	1649208	1649316	17493829	21017644	109	109	83	0	83/109	76.1%	109/109	100.0%	109/17493829	0.0%
IV	IV	+	+	1713678	1714180	1649360	1649850	17493829	21017644	503	491	321	6	321/464	69.2%	464/530	87.5%	503/17493829	0.0%
IV	IV	+	+	1720670	1722141	1657006	1658467	17493829	21017644	1472	1462	1126	30	1126/1394	80.8%	1394/1540	90.5%	1472/17493829	0.0%
IV	IV	+	+	1721180	1722370	1657329	1658528	17493829	21017644	1191	1200	920	25	920/1125	81.8%	1125/1266	88.9%	1191/17493829	0.0%
IV	IV	+	+	1721588	1722736	1657329	1658528	17493829	21017644	1149	1200	892	24	892/1086	82.1%	1086/1263	86.0%	1149/17493829	0.0%
IV	IV	+	+	1721789	1723005	1657329	1658603	17493829	21017644	1217	1275	934	23	934/1156	80.8%	1156/1336	86.5%	1217/17493829	0.0%
IV	IV	+	+	1723197	1723414	1661223	1661446	17493829	21017644	218	224	159	1	159/218	72.9%	218/224	97.3%	218/17493829	0.0%
IV	IV	+	+	1727340	1727433	1666930	1667023	17493829	21017644	94	94	77	0	77/94	81.9%	94/94	100.0%	94/17493829	0.0%
IV	IV	+	+	1727804	1727953	1667943	1668107	17493829	21017644	150	165	118	2	118/150	78.7%	150/165	90.9%	150/17493829	0.0%
IV	IV	+	+	1728460	1728596	1674428	1674564	17493829	21017644	137	137	99	0	99/137	72.3%	137/137	100.0%	137/17493829	0.0%
IV	IV	+	+	1731152	1731520	1675226	1675565	17493829	21017644	369	340	233	9	233/333	70.0%	333/376	88.6%	369/17493829	0.0%
IV	IV	+	+	1732953	1733473	1677520	1678046	17493829	21017644	521	527	363	4	363/510	71.2%	510/538	94.8%	521/17493829	0.0%
IV	IV	+	+	1736674	1736791	1678227	1678344	17493829	21017644	118	118	79	0	79/118	66.9%	118/118	100.0%	118/17493829	0.0%
IV	IV	+	+	1741117	1741630	1680924	1681435	17493829	21017644	514	512	366	4	366/499	73.3%	499/527	94.7%	514/17493829	0.0%
IV	IV	+	+	1743945	1745307	1681489	1682655	17493829	21017644	1363	1167	798	27	798/1136	70.2%	1136/1394	81.5%	1363/17493829	0.0%
IV	IV	+	+	1745344	1745503	1683521	1683680	17493829	21017644	160	160	118	0	118/160	73.8%	160/160	100.0%	160/17493829	0.0%
IV	IV	+	+	1745803	1746768	1684473	1685475	17493829	21017644	966	1003	711	15	711/941	75.6%	941/1028	91.5%	966/17493829	0.0%
IV	IV	+	+	1748010	1748322	1685499	1685811	17493829	21017644	313	313	246	0	246/313	78.6%	313/313	100.0%	313/17493829	0.0%
IV	IV	+	+	1749813	1750495	1685897	1686579	17493829	21017644	683	683	559	0	559/683	81.8%	683/683	100.0%	683/17493829	0.0%
IV	IV	+	+	1751171	1751596	1686621	1687043	17493829	21017644	426	423	287	9	287/383	74.9%	383/466	82.2%	426/17493829	0.0%
IV	IV	+	+	1752451	1752832	1687298	1687652	17493829	21017644	382	355	249	7	249/349	71.3%	349/388	89.9%	382/17493829	0.0%
IV	IV	+	+	1755731	1755852	1687706	1687829	17493829	21017644	122	124	101	1	101/122	82.8%	122/124	98.4%	122/17493829	0.0%
IV	IV	+	+	1756588	1756813	1687852	1688076	17493829	21017644	226	225	174	1	174/225	77.3%	225/226	99.6%	226/17493829	0.0%
IV	IV	+	+	1757799	1758029	1688204	1688434	17493829	21017644	231	231	190	0	190/231	82.3%	231/231	100.0%	231/17493829	0.0%
IV	IV	+	+	1759769	1759956	1691359	1691546	17493829	21017644	188	188	147	0	147/188	78.2%	188/188	100.0%	188/17493829	0.0%
IV	IV	+	+	1903231	1903288	1700253	1700310	17493829	21017644	58	58	53	0	53/58	91.4%	58/58	100.0%	58/17493829	0.0%
IV	IV	+	+	1973868	1974130	1900793	1901014	17493829	21017644	263	222	178	3	178/222	80.2%	222/263	84.4%	263/17493829	0.0%
IV	IV	+	+	1975356	1975564	1901425	1901640	17493829	21017644	209	216	169	1	169/209	80.9%	209/216	96.8%	209/17493829	0.0%
IV	IV	+	+	2026790	2026874	1938503	1938586	17493829	21017644	85	84	69	1	69/84	82.1%	84/85	98.8%	85/17493829	0.0%
IV	IV	+	+	2044008	2044057	1938766	1938815	17493829	21017644	50	50	44	0	44/50	88.0%	50/50	100.0%	50/17493829	0.0%
IV	IV	+	+	2122793	2122935	1942522	1942664	17493829	21017644	143	143	107	0	107/143	74.8%	143/143	100.0%	143/17493829	0.0%
IV	IV	+	+	2123126	2123215	1943526	1943615	17493829	21017644	90	90	69	2	69/89	77.5%	89/91	97.8%	90/17493829	0.0%
IV	IV	+	+	2123931	2124011	1943771	1943851	17493829	21017644	81	81	68	0	68/81	84.0%	81/81	100.0%	81/17493829	0.0%
IV	IV	+	+	2124053	2124161	1944147	1944255	17493829	21017644	109	109	83	0	83/109	76.1%	109/109	100.0%	109/17493829	0.0%
IV	IV	+	+	2125083	2125428	1945877	1946220	17493829	21017644	346	344	270	4	270/340	79.4%	340/350	97.1%	346/17493829	0.0%
IV	IV	+	+	2125906	2126047	1947540	1947681	17493829	21017644	142	142	109	0	109/142	76.8%	142/142	100.0%	142/17493829	0.0%
IV	IV	+	+	2126323	2126451	1948908	1949036	17493829	21017644	129	129	107	0	107/129	82.9%	129/129	100.0%	129/17493829	0.0%
IV	IV	+	+	2127053	2127137	1949672	1949756	17493829	21017644	85	85	70	0	70/85	82.4%	85/85	100.0%	85/17493829	0.0%
IV	IV	+	+	2127370	2127694	1949822	1950116	17493829	21017644	325	295	219	2	219/292	75.0%	292/328	89.0%	325/17493829	0.0%
IV	IV	+	+	2131016	2131176	1956353	1956517	17493829	21017644	161	165	118	1	118/161	73.3%	161/165	97.6%	161/17493829	0.0%
IV	IV	+	+	2131864	2132295	1958163	1958600	17493829	21017644	432	438	293	3	293/432	67.8%	432/438	98.6%	432/17493829	0.0%
IV	IV	+	+	2132784	2132990	1958647	1958853	17493829	21017644	207	207	160	0	160/207	77.3%	207/207	100.0%	207/17493829	0.0%
IV	IV	+	+	2132999	2133109	1963785	1963895	17493829	21017644	111	111	84	3	84/102	82.4%	102/120	85.0%	111/17493829	0.0%
IV	IV	+	+	2138134	2138245	1971308	1971419	17493829	21017644	112	112	82	0	82/112	73.2%	112/112	100.0%	112/17493829	0.0%
IV	IV	+	+	2140360	2140647	1973601	1973938	17493829	21017644	288	338	212	6	212/283	74.9%	283/343	82.5%	288/17493829	0.0%
IV	IV	+	+	2143767	2143862	1977672	1977767	17493829	21017644	96	96	75	0	75/96	78.1%	96/96	100.0%	96/17493829	0.0%
IV	IV	+	+	2144089	2144168	1977865	1977944	17493829	21017644	80	80	61	0	61/80	76.2%	80/80	100.0%	80/17493829	0.0%
IV	IV	+	+	2144202	2144338	1979206	1979342	17493829	21017644	137	137	110	0	110/137	80.3%	137/137	100.0%	137/17493829	0.0%
IV	IV	+	+	2146029	2146184	1981019	1981174	17493829	21017644	156	156	132	0	132/156	84.6%	156/156	100.0%	156/17493829	0.0%
IV	IV	+	+	2146713	2146864	1981607	1981758	17493829	21017644	152	152	111	0	111/152	73.0%	152/152	100.0%	152/17493829	0.0%
IV	IV	+	+	2146993	2148322	1983200	1984545	17493829	21017644	1330	1346	826	41	826/1182	69.9%	1182/1494	79.1%	1330/17493829	0.0%
IV	IV	+	+	2148577	2148898	1985428	1985757	17493829	21017644	322	330	240	3	240/320	75.0%	320/332	96.4%	322/17493829	0.0%
IV	IV	+	+	2149044	2149112	1986923	1986991	17493829	21017644	69	69	54	0	54/69	78.3%	69/69	100.0%	69/17493829	0.0%
IV	IV	+	+	2149138	2149296	1987110	1987268	17493829	21017644	159	159	130	0	130/159	81.8%	159/159	100.0%	159/17493829	0.0%
IV	IV	+	+	2150792	2151088	1990301	1990583	17493829	21017644	297	283	200	5	200/274	73.0%	274/306	89.5%	297/17493829	0.0%
IV	IV	+	+	2151101	2151401	1991263	1991571	17493829	21017644	301	309	200	8	200/286	69.9%	286/324	88.3%	301/17493829	0.0%
IV	IV	+	+	2151849	2152028	1992153	1992330	17493829	21017644	180	178	147	1	147/178	82.6%	178/180	98.9%	180/17493829	0.0%
IV	IV	+	+	2152158	2152268	1992715	1992825	17493829	21017644	111	111	79	0	79/111	71.2%	111/111	100.0%	111/17493829	0.0%
IV	IV	+	+	2152337	2152441	1993548	1993652	17493829	21017644	105	105	80	0	80/105	76.2%	105/105	100.0%	105/17493829	0.0%
IV	IV	+	+	2153115	2154534	1994151	1996037	17493829	21017644	1420	1887	1030	36	1030/1384	74.4%	1384/1923	72.0%	1420/17493829	0.0%
IV	IV	+	+	2153632	2153719	1995107	1995193	17493829	21017644	88	87	68	1	68/87	78.2%	87/88	98.9%	88/17493829	0.0%
IV	IV	+	+	2154966	2155545	1996712	1997272	17493829	21017644	580	561	354	9	354/487	72.7%	487/654	74.5%	580/17493829	0.0%
IV	IV	+	+	2156206	2157090	1998215	1999252	17493829	21017644	885	1038	607	40	607/852	71.2%	852/1071	79.6%	885/17493829	0.0%
IV	IV	+	+	2156318	2157727	2000225	2001815	17493829	21017644	1410	1591	1003	56	1003/1380	72.7%	1380/1621	85.1%	1410/17493829	0.0%
IV	IV	+	+	2158074	2158371	2002944	2003223	17493829	21017644	298	280	205	2	205/280	73.2%	280/298	94.0%	298/17493829	0.0%
IV	IV	+	+	2163323	2163687	2007151	2007535	17493829	21017644	365	385	273	6	273/356	76.7%	356/394	90.4%	365/17493829	0.0%
IV	IV	+	+	2163698	2164122	2007930	2008312	17493829	21017644	425	383	263	9	263/368	71.5%	368/440	83.6%	425/17493829	0.0%
IV	IV	+	+	2164793	2164881	2008387	2008475	17493829	21017644	89	89	71	0	71/89	79.8%	89/89	100.0%	89/17493829	0.0%
IV	IV	+	+	2172227	2172339	2017443	2017555	17493829	21017644	113	113	82	0	82/113	72.6%	113/113	100.0%	113/17493829	0.0%
IV	IV	+	+	2173299	2173662	2017744	2018118	17493829	21017644	364	375	240	8	240/344	69.8%	344/395	87.1%	364/17493829	0.0%
IV	IV	+	+	2173316	2173537	2018226	2018436	17493829	21017644	222	211	147	3	147/205	71.7%	205/228	89.9%	222/17493829	0.0%
IV	IV	+	+	2175528	2176026	2037858	2038248	17493829	21017644	499	391	298	10	298/382	78.0%	382/508	75.2%	499/17493829	0.0%
IV	IV	+	+	2176370	2176602	2039279	2039505	17493829	21017644	233	227	170	2	170/224	75.9%	224/236	94.9%	233/17493829	0.0%
IV	IV	+	+	2177337	2177401	2039781	2039845	17493829	21017644	65	65	56	0	56/65	86.2%	65/65	100.0%	65/17493829	0.0%
